"n","rmse","mae","r2","offline","online"
8,1.00805104307582,0.788232288694307,0.236400252662403,9.05787801742554,2.39822609424591
8,1.0080709745638,0.788256890484674,0.236372777151006,7.86527299880981,2.35179300308228
8,1.00809822350765,0.788285716464623,0.236338940331551,7.7536940574646,2.36590406894684
9,1.01701523674105,0.795387845531883,0.232713869180594,7.7408709526062,1.49494049549103
9,1.01028154830217,0.789589776094638,0.236957074750678,7.60889410972595,1.85865278244019
9,1.00975405677405,0.789075176512649,0.236861529325715,7.58017492294312,2.03474082946777
9,1.01012495082701,0.789386254592655,0.236230940883506,8.07570815086365,2.17007129192352
9,1.01031014939642,0.789533724902624,0.235936260615266,7.88993811607361,2.22805361747742
9,1.01043157540899,0.789679987938337,0.235743095074147,7.79719996452332,2.26757204532623
9,1.01054150738237,0.789797695071662,0.235598190495692,7.15094304084778,2.29790568351746
9,1.01062349513612,0.789882232644477,0.235494858765196,7.09330987930298,2.33569989204407
9,1.01065422746744,0.789921203505677,0.235459132976072,7.66113877296448,2.29655182361603
9,1.01066654231244,0.789937523242543,0.235441992604049,7.54382991790771,2.307883644104
10,1.02400000732058,0.799950551231472,0.226735325317799,7.48127508163452,1.46284720897675
10,1.01743535898859,0.79457168415591,0.230606020509612,12.0213868618011,1.80572957992554
10,1.01734907525886,0.79474805730609,0.229997458175525,7.75927901268005,1.96840932369232
10,1.01762957302489,0.795006935093064,0.229453151594522,9.3080141544342,2.10604076385498
10,1.01787477545967,0.795288360187122,0.229080995566397,6.99697113037109,2.14226944446564
10,1.01798311168866,0.79538971831885,0.228927161949271,7.36099195480347,2.20255031585693
10,1.01805448280348,0.795478484244941,0.228833177180466,8.23339009284973,2.195250415802
10,1.01809179513156,0.795522646135947,0.2287840011957,6.73522710800171,2.22406511306763
10,1.01811640347859,0.79554650832741,0.228753880280197,8.19660496711731,2.20900776386261
10,1.01812199254419,0.795554334802748,0.228747626614671,7.24760603904724,2.20662229061127
