"predictor","rmse","mae","r2","offline","online"
"mean centred",1.08084874860813,0.857755795209534,0.124568385858923,0,4.84494967460632
"mean centred",1.08082627256187,0.857742552612036,0.124580845122535,0,4.84177539348602
"mean centred",1.08081125848658,0.857734424766248,0.124589039655671,0,4.87032408714294
"mean centred",1.08080011538469,0.857728259861398,0.124595037931452,0,4.8399001121521
"mean centred",1.08079521158796,0.857727834968739,0.124596740642934,0,4.86840786933899
"mean centred",1.08079323518489,0.857728318338381,0.124596547640818,0,4.85326287746429
"mean centred",1.08079126394103,0.857727477663489,0.124596885924466,0,4.88250076770782
"z score",1.1283443458719,0.894975932814759,0.0951906930004129,18.3117320537567,4.81182217597961
"z score",1.10663697078296,0.877410762236911,0.106888849389132,19.5946378707886,7.61949095726013
"z score",1.09860036219851,0.871004415856895,0.112042527642672,18.9009480476379,10.1048032999039
"z score",1.0943270752257,0.867604567738702,0.114889208629923,18.5956611633301,12.2849972248077
"z score",1.09183392287518,0.865625381317481,0.116623472135242,17.6551699638367,14.2286324262619
"z score",1.08980555097145,0.863890863749245,0.11816886582666,18.652801990509,15.7929682970047
"z score",1.08834780953539,0.862729109198011,0.119288641816642,19.4515419006348,17.2442577362061
"z score",1.08735621671379,0.861898940112634,0.120024399000983,19.5370848178864,18.4404027223587
"z score",1.0865661987128,0.861166024349998,0.120600200370471,19.7218651771545,19.7075202941895
"z score",1.08596323245255,0.86062860289589,0.121041665319304,18.4841890335083,20.6578603029251
"z score",1.08541414462574,0.86015219386267,0.121460945553483,0,21.564418554306
"z score",1.08499528162745,0.859807445987645,0.121764798362928,0,22.0193243026733
"z score",1.08466805266776,0.859541415848804,0.122003380832251,0,22.7929547548294
"z score",1.08436140331418,0.859266755001569,0.122229571948972,0,23.3489159107208
"z score",1.08415277703368,0.859110172042312,0.122375023175602,0,23.7975272655487
"z score",1.08397905084429,0.858984530161721,0.122488476846109,0,24.6493859767914
"z score",1.08382906654146,0.858876780616182,0.122593218079993,0,25.0652093410492
"z score",1.08372203650215,0.858794592276395,0.122661293189405,0,25.394753575325
"z score",1.0836262854211,0.858733132438173,0.122722386536578,0,25.5691105604172
"z score",1.08355080701128,0.858672448294969,0.122769423698016,0,25.8118617296219
"z score",1.08349388426501,0.858633178044429,0.122802812681509,0,26.0496822357178
"z score",1.08344338003065,0.858600475107644,0.122831701392707,0,26.1577667713165
"z score",1.08341106341991,0.85858324844238,0.122847195176618,0,26.2715899944305
"z score",1.08338376560684,0.858569676017448,0.122859172983399,0,26.3636498212814
"z score",1.08336184937555,0.858554884199845,0.122870471852289,0,26.5052070140839
"z score",1.08334799493257,0.858548406073033,0.122877059469033,0,26.5395910739899
"z score",1.08333690255745,0.858541985755983,0.122882797836687,0,26.6522414445877
"z score",1.0833320885691,0.858541794493299,0.122884139105437,0,26.6552191019058
"z score",1.08332948665312,0.858542710293325,0.122884294208239,0,26.7489703655243
"z score",1.08332758369475,0.858542460812542,0.122884610120128,0,26.7240028858185
"discrete",1.18432859476355,0.875103500607995,0.116367360659129,18.6536600589752,1.01027870178223
"discrete",1.15424377622119,0.843637450258595,0.130090332014059,20.2628841400146,1.02586557865143
"discrete",1.1401355487488,0.828659807760469,0.137241385786716,19.2665939331055,1.03205273151398
"discrete",1.13214068010789,0.820892712692277,0.141296441554689,19.0335068702698,1.06100478172302
"discrete",1.12671645317149,0.81624239041562,0.144100205790012,18.1656179428101,1.06265506744385
"discrete",1.12309645575151,0.812303870180645,0.146907272496024,18.8324439525604,1.06561009883881
"discrete",1.12106540016479,0.809630085774976,0.148292760391302,19.2057249546051,1.08687992095947
"discrete",1.12004256291346,0.808764755408836,0.148911987425546,20.0383009910583,1.07093560695648
"discrete",1.11892947549547,0.807358522391406,0.149642406945197,20.2002899646759,1.10348181724548
"discrete",1.1179379776716,0.806410080879269,0.150716737011165,18.4436430931091,1.08645961284637
"discrete",1.11795398658546,0.806033292230659,0.150816975040007,0,1.09055569171906
"discrete",1.11742659886958,0.805325586065979,0.151594497337775,0,1.09696087837219
"discrete",1.11711487543965,0.80487323492191,0.151972554034346,0,1.09205188751221
"discrete",1.1170976174319,0.804676925697959,0.151964753825258,0,1.09455518722534
"discrete",1.11699095223356,0.804284936554918,0.152018100349509,0,1.10423576831818
"discrete",1.11691169218172,0.804183125954125,0.152171881088238,0,1.09172954559326
"discrete",1.11709009664222,0.804314643783434,0.152067777972091,0,1.11667098999023
"discrete",1.11722085426636,0.804365019427556,0.152077845369621,0,1.10353796482086
"discrete",1.11711331102283,0.804239498065799,0.152148191337245,0,1.10433239936829
"discrete",1.11722102240601,0.804330099087861,0.152027935343627,0,1.10391674041748
"discrete",1.11728917925054,0.804379612372851,0.151972281758391,0,1.10444712638855
"discrete",1.11738905428377,0.804419596477965,0.151914579048731,0,1.1190080165863
"discrete",1.11726905507271,0.804304248022048,0.15201307072326,0,1.1140513420105
"discrete",1.1172335070622,0.804253833271759,0.15200475807095,0,1.11447377204895
"discrete",1.11712373048414,0.804178290248401,0.152061424112236,0,1.12181749343872
"discrete",1.11700703500492,0.804087802364257,0.15210689721588,0,1.12424080371857
"discrete",1.11700540193443,0.804128003460212,0.152027877705851,0,1.11542296409607
"discrete",1.11697915191656,0.804092741824665,0.151966459492352,0,1.13869931697845
"discrete",1.11698918008949,0.804117796945931,0.151956574532954,0,1.11901531219482
"discrete",1.11698918008949,0.804117796945931,0.151956574532954,0,1.11540348529816
